backdrop_path,id,imdb_id,original_language,original_title,overview,poster_path,release_date,runtime,title,video,vote_average,vote_count,year,decade,genres_list,production_companies_name_list,production_countries_list,production_companies_country_list,spoken_languages_list
,559718,tt7293250,fr,Le Pérou,"Summoned to a mysterious meeting, Poppy, Vincent, Gaspard, and Adèle find themselves in front of a worn down bar, on the seaside, in Ostende. Rapidly, the four of them discover that they are not here by coincidence: in learning that they are half-brothers and sisters, they inherit the bar as well. With one mission: rebuild the restaurant together.",/9zS5nrfsxBg0UR5g2o2fTWnGCHh.jpg,2017-05-01,16,Peru,False,7.0,1,2017,2010,['Comedy'],"['FullDawa Films', 'Nexus Factory', 'Adami']","['BE', 'FR']","['FR', 'BE', '']","['fr', 'it']"
,559675,tt0042241,fr,Bertrand coeur de lion,"The carefree Bertrand, gamekeeper for a castellan, puts himself in danger when he discovers that his boss is the leader of a gang of counterfeiters.",/aCzlWVPqyKpifRFZfRneyhhBHIm.jpg,1951-05-04,99,Bernard and the Lion,False,7.0,1,1951,1950,['Comedy'],[],[],[],['fr']
,559642,tt0195055,fr,Menace de mort,"André Garnier, a young pianist, who was sent to deportation following a denunciation, absolutely wants to find his informer. He falls in love with Hélène, the mistress of a wealthy industrialist, Bernier, in whom he soon discovers the man who once sold him to the Gestapo. Bernier is soon found murdered. André deflects suspicion on Jacques, the victim's secretary. Hélène and André's affair ends up being discovered by the police, who seem to see in it the motive for the crime. André surrenders to justice.",/ioY1MCKzpQeGBfm1RlDj4euvFQv.jpg,1950-02-22,92,Death Threat,False,7.0,1,1950,1950,[],[],[],[],['fr']
,559256,tt0242352,fr,Le cavalier de Croix-Mort,"Elisabeth D'Anthar cheats on her husband François with Simon De Chabre. François, who suspects something, surprises his rival and wounds him. Elisabeth 's sister, to save the situation, claims that Simon is actually in love with her and came to see her. They have to get engaged and Simon breaks up with his lover. But Elisabeth is not prepared to accept it, and she becomes the head of a gang of ""drivers"" in order to kidnap her husband. Famous Vidocq intervenes.",/1aOtE65mQZ6YtcCrLQL92Wv6dsg.jpg,1948-04-14,90,Le cavalier de Croix-Mort,False,7.0,1,1948,1940,[],['Simoun Films'],['FR'],['FR'],['fr']
,559248,tt0151028,fr,L'idole,"A young woodcutter turned into a boxer, learns the sad fact that some of his triumphs have been stage managed, and confronts his nasty manager.",/gSNJn8OQXc6brwT7aOwe4neunpW.jpg,1948-02-13,90,The Idol,False,6.0,1,1948,1940,['Drama'],['Productions Sigma'],['FR'],['FR'],['fr']
,559002,tt0191007,fr,Bifur 3,Two hitch-hikers are on the way to Marseilles pursued by her husband.,/wJwwJPcmxRv2HhXNVrvIKYNWwqm.jpg,1945-08-29,102,Bifur 3,False,6.0,1,1945,1940,"['Comedy', 'Drama']","['Productions Sigma', 'S.B. Films']",['FR'],"['FR', '']",['fr']
,558993,tt0195208,fr,La Rabouilleuse,"1824 in Issoudun. A bourgeois, Rouget, lives as a husband and wife, La Rabouilleuse, who holds him in her power. The old man's nephew, ex-Colonel Philippe Bridau of the Imperial Guard, swears to hunt the intruder.",/sIuyxbrHLE47pV5yTTrvbTd7AP0.jpg,1944-02-02,100,La Rabouilleuse,False,7.0,1,1944,1940,['Drama'],['Les Films Fernand Rivers'],['FR'],['FR'],['fr']
/xdi9G21JNOSyZ77EVjnDfHPEL5a.jpg,558699,tt7592094,fr,Bonjour Paris,"Two pigeons living on the towers of Notre-Dame Cathedral are Parisian lovers. The Cathedral’s chimeras and gargoyles try to break them up, but they fly off to see the city and visit their old friend, M. La Tour, an anthropomorphized Eiffel Tower.",/gIaQsbAcOjF5QtRmNN0MPRYZWnh.jpg,1953-10-30,70,Hello Paris,False,7.0,1,1953,1950,['Animation'],[],"['AF', 'FR']",[],['fr']
/n7BAM1QehN79XeBwFHYbCVZf1uG.jpg,558162,tt9149902,fr,Une tente sur Mars,"Three decades after the shuttering of the mining town of Schefferville, the Innu people, who moved in after the non-natives abandoned the town, are facing a new challenge: the iron mines are about to be reopened. Land, identity and legitimacy are central to the dialogue between peoples locked in parallel struggles, the Québécois and the First Nations.",/wB0WzP3dIvu6SDVsvyjitrkWay3.jpg,2009-02-01,60,A Tent on Mars,False,7.0,1,2009,2000,['Documentary'],['Productions Thalie'],['CA'],['CA'],['fr']
/puycuGo0WASf0QhRln0lbaZ3OAn.jpg,558080,tt1890509,fr,Potr' et la fille des eaux,"Popular tale. Through love and awkwardness, a fisherman and a mermaid try to bury their differences…",/rzYu3SLdvvVsvI0r4Bo6g6pEBDW.jpg,1974-01-01,12,Potr' and the Girl of Water,False,7.0,2,1974,1970,['Animation'],"['Les studios du Languedoc', 'Corona Cinematografica']",['FR'],"['FR', 'IT']",['fr']
,557625,tt7311638,fr,Daytona,"Like thousands of student from everywhere in America, six young Quebecers will spend a week during Spring Break in Daytona hoping to find the opportunity to party. But their trip will not be as exciting as they hoped.",/zqua7j7CCBBqfp9hJ9FbQsx0Yup.jpg,2004-02-12,87,Daytona,False,7.0,2,2004,2000,['Documentary'],[],['CA'],[],"['en', 'fr']"
/sqBvktmnN9Ko5mrYiPlxHUsN6PD.jpg,557071,tt9283016,fr,Thermostat 6,Diane can't ignore the leak coming from the ceiling above the family dining room anymore.,/t4vE5xQ6KItJlwzlhqSr4en2Q5f.jpg,2018-07-03,4,Thermostat 6,False,6.9,9,2018,2010,"['Animation', 'Comedy', 'Family']",['Gobelins'],['FR'],['FR'],['fr']
,556925,tt0201430,fr,Après l'amour,An art historian has an affair with a young saleslady while his disaffected wife cheats on him in turn.Both illicit relationships end in little boys being born around the same time.,/qFegITycHYSaBz0GBDWeCoGNfLN.jpg,1931-12-04,73,When Love Is Over,False,6.0,1,1931,1930,['Drama'],['Pathé-Natan'],['FR'],['FR'],['fr']
,556744,tt0161821,fr,Mon ami Victor,"A poor youth of noble birth needs to marry. Will the cynical, calculating upstart who wants to set him on the right course be able to help?",/mb7XugEMIjE7vyveNBLIV0X6dRn.jpg,1931-01-09,109,My Friend Victor,False,10.0,1,1931,1930,[],[],[],[],[]
/l9hPGCYz2Mla7a76vhbEifJQLA7.jpg,555479,tt9192942,fr,Le Funeste Destin du docteur Frankenstein,"In 1818, Mary Shelley wrote Frankenstein; or, The Modern Prometheus, a powerful and timelessness novel which eternal theme is nothing other than man's quest for the secret of life. Since then, the Creature became a pop culture icon, overshadowing the novel and Doctor Frankenstein himself.",/nUCbVmvGa5Au8QAb1Se7JfLVshZ.jpg,2018-10-22,53,The Strange Life of Dr. Frankenstein,False,7.7,7,2018,2010,"['Documentary', 'History', 'TV Movie']","['ARTE', ""What's Up Films""]",['FR'],"['FR', 'FR']","['en', 'fr', 'de']"
,555338,tt0408818,fr,"Afghanistan, la guerre pour de vrai","Damien Degueldre recounts day after day the Battle of Qala-I-Jangi, as seen by his own eyes: a young French reporter in the middle of extraordinary circumstances. Damien Degueldre caught exclusive footage of the Mazar-el Sharif uprising where John Walker – better known as the ‘American Taliban’ – was captured as he fought on Taliban frontlines. An incredible testimony on the aftermath of 9/11 and the events that took place in Afghanistan in the early days of the War on Terror.",/sNA5sQTozPFIJE6IOkbFEvYlr2h.jpg,2002-11-21,60,Good Morning Afghanistan,False,7.75,2,2002,2000,"['Documentary', 'War']",[],[],[],[]
/4fzkD6pBhtAcpDEgbNUAPogvMEA.jpg,554977,tt9141472,fr,"Sauvages, au cœur des zoos humains","For more than a century the great colonial powers put human beings, taken by force from their native lands, on show as entertainment, just like animals in zoos; a shameful, outrageous and savage treatment of people who were considered subhuman.",/8UvLkOUYabqRUzObI0Y6oPhFhmD.jpg,2018-09-05,92,Savages: The Story of Human Zoos,False,7.8,4,2018,2010,"['Documentary', 'History']","['ARTE', 'Bonne Pioche Productions', 'Archipel Production', 'France Télévisions']","['FR', 'PF']","['FR', 'FR', 'PF', 'FR']","['en', 'fr']"
/vNYnOjQJykFModnm0e7jpnVTryG.jpg,554967,tt9530198,fr,Varda par Agnès,"An unpredictable documentary from a fascinating storyteller, Agnès Varda’s last film sheds light on her experience as a director, bringing a personal insight to what she calls “cine-writing,” traveling from Rue Daguerre in Paris to Los Angeles and Beijing.",/99xU63PePSbtffV5CUqPQYu84XY.jpg,2019-03-28,115,Varda by Agnès,False,8.1,62,2019,2010,['Documentary'],"['MK2 Films', 'Ciné-Tamaris', 'ARTE']",['FR'],"['FR', 'FR', 'FR']","['en', 'fr']"
,554891,tt0220317,fr,Atomic Saké,"The film centres on Ariane, Véronique and Mathilde, three female friends talking over drinks who decide to reveal their innermost secrets, including Mathilde's revelation that she is in love with Ariane and tries to come out to her.",/zJZtsw3SVf4IG3ltiu9nGUcasBf.jpg,2001-12-07,31,Atomic Saké,False,7.0,1,2001,2000,['Drama'],[],['CA'],[],['fr']
/bKU5CEF921xToDuwnylW1aBEP8U.jpg,554855,tt8542190,fr,Les drapeaux de papier,"He is 30 and just got out of jail after 12 years of detention. She is almost 24 and has a simple life away from the city. One day, he comes to her and she let him stay with her. That's complicated when your older brother needs to get back to a normal life. Between tenderness and bursts of laughter, his anger is sometimes out of control. However, she wants to help him. As for him, he wants to meet with his sister again.",/IubFMkkev7w3YhnDKzxyM7jjGN.jpg,2018-10-04,102,Paper Flags,False,7.115,26,2018,2010,['Drama'],"['Sensito Films', 'Eclair', 'Orage Films', 'TSF Productions']",['FR'],"['', '', '', '']",['fr']
,554690,tt9303508,fr,#Moscou-Royan,Olga is a young woman who decides to change her life after an unexpected event. She wants to see if new technologies can help her makes her dreams true. Nothing better than letting the algorithms manage yours holidays for you.,/mCWVJjCnyCt7EuehHgGkvnyKIMs.jpg,2018-11-21,83,#Moscow on the Beach,False,7.0,1,2018,2010,['Comedy'],"['Leva Productions', 'Axxon Films']",['FR'],"['FR', '']",['fr']
/yroX00jccBkKwIZ2oXRDcx0NIal.jpg,554311,tt9056192,fr,Zombi Child,"Haiti, 1962: A man is brought back from the dead only to be sent to the living hell of the sugarcane fields. In Paris, 55 years later, at the prestigious Légion d’honneur boarding school, a Haitian girl confesses an old family secret to a group of new friends - never imagining that this strange tale will convince a heartbroken classmate to do the unthinkable.",/iGirUH7mJYA6jMucFpQ5cE0tUeb.jpg,2019-06-12,103,Zombi Child,False,6.165,115,2019,2010,"['Fantasy', 'Horror', 'Drama']","['Les Films du Bal', 'Playtime', 'My New Picture', 'ARTE France Cinéma']",['FR'],"['FR', 'FR', 'FR', 'FR']","['fr', 'ht']"
/r2Q6Sms0jfozrndfZEooZsLk7IO.jpg,553016,tt9136014,fr,Le Pont des Broignes,"Transporting packets across the wooden bridges through gaseous swamps, sometimes stopping at La Touille for lunch : such is life of the Broignes. So long as they can keep it up.",/cfuaQ9fkBCacN7A2wVfQRLR57c9.jpg,2018-10-14,17,Le Pont des Broignes,False,8.0,2,2018,2010,['Animation'],['Lardux films'],['FR'],['FR'],['fr']
,552817,tt2387505,fr,La part de Franck,"Malik & Franck are dustbin men. They have just accomplished their dream: buy a pizza van, to at least be their own boss.",/tGbmhLWclExorKWlRm9wgZwEnot.jpg,2011-09-03,29,Franck's Share,False,6.0,2,2011,2010,['Drama'],[],[],[],['fr']
/n2bjEkbHPCd1O7rhCZco9w4HYkg.jpg,552784,tt5561040,fr,Le renard minuscule,"In the middle of a luxuriant garden, a teeny-weeny fox meets a daring little girl who grows giant plants! By lucky coincidence, they realize that they can grow objects too; the clever little devils think up all sorts of things to do…",/dY6audCdzqTA8hbbcJLv7afY3jw.jpg,2016-02-08,8,The Teeny-Weeny Fox,False,6.5,2,2016,2010,['Animation'],"['Folimage', 'La Boîte, ... Productions', 'Digit Anima', 'Nadasdy Film']","['BE', 'FR', 'CH']","['FR', 'BE', 'BE', 'CH']",['fr']
/4aKxGhR6m2x6zivvbKzGshIj5Xy.jpg,552311,tt9327584,fr,À tous ceux qui ne me lisent pas,"A rebellious poet befriends a woman and her son, leading him from the verge of self-destruction to the path of redemption.",/fch6WJw2A5cLNmYX1jLUfjxD22k.jpg,2018-11-23,107,À tous ceux qui ne me lisent pas,False,6.1,6,2018,2010,['Drama'],['micro_scope'],['CA'],['CA'],['fr']
,552069,tt7688042,fr,Mort aux Codes,"Despite their high-security building, Death could easily get into their apartment.",/859NY1BRtkr0qV39BuY3TDIm9Be.jpg,2018-06-01,14,To Hell with Codes,False,6.6,5,2018,2010,['Drama'],['Epithète Films'],['FR'],['FR'],['fr']
/qsvGIwvfyYrYeTVG4dTR9qCOqBL.jpg,551342,tt9046056,fr,Ils ont échangé mon enfant,"The true story of Sophie Serrano, a single mother whose ex protests paternity of the eldest. The DNA tests will reveal the unthinkable: Manon isn't theirs. Her biological child has been exchanged at birth to the maternity ward's error.",/9Tfg3LTnyyzGWDph8anDizcfyo9.jpg,2018-09-16,90,They swapped my baby,False,7.5,20,2018,2010,"['Drama', 'TV Movie']","['En Voiture Simone', 'TF1']",['FR'],"['', 'FR']",['fr']
/4h9YOZSJqpBAdiwVWCIaoXyzFvo.jpg,551208,tt7533388,fr,Illettré,"Leo Cramps, 30, is illiterate. One day, having failed to read instructions, he is the victim of an accident at the factory where he is a worker. Immobilized, he meets his neighbor, a nurse and a single mother passionate about reading.",/uya2anl6vFcxZ5Gg0ygqeeuLPMf.jpg,2018-09-18,85,Illiterate,False,6.8,5,2018,2010,"['Drama', 'TV Movie']","['Escazal Films', 'France Télévisions']",['FR'],"['FR', 'FR']",['fr']
/3nQrVnuYy0qDnyKT3EiedkCK1hg.jpg,550738,tt8028842,fr,Spycies,"Vladimir and Hector, two secret agents opposed in every way, are trying to recover a top secret material stolen by unknown intruders.",/yfrB9E1hiXU4D4Axw4DpIZtUqRf.jpg,2020-01-11,96,Spycies,False,7.5,188,2020,2020,"['Animation', 'Comedy', 'Action', 'Adventure', 'Family']","['iQIYI Pictures', 'Lux Populi Production', 'Particular Crowd', 'Lux Populi VFX']","['CN', 'FR']","['CN', 'FR', 'US', 'CN']","['cn', 'zh', 'fr', 'en']"
/f4zZ6TZKd03Pxu8eFUTWMptifhy.jpg,550721,tt5227512,fr,Tazzeka,"Growing up in the Moroccan village of Tazzeka, Elias learned the secrets of traditional Moroccan cuisine from his grandmother who raised him. Years later, meeting a top Paris chef and a young woman named Salma inspires him to leave home. In Paris, Elias faces unstable work and financial hardship as an undocumented immigrant. But he also finds friendship with Souleymane, who helps revive his passion for cooking.",/3xMzY41DAEu3QdxWBA1dqXVaJpL.jpg,2018-10-10,95,Tazzeka,False,6.3,6,2018,2010,['Comedy'],"['Takka Films', 'Awman Productions']","['FR', 'MA']","['FR', 'MA']",['fr']
/jHvxfNfEyCpLxa3yV9SVw1ephFH.jpg,550376,tt7237148,fr,L'amour,"A young man goes to his father's home in Maine where, helped by a public registry, he locates and tracks down sex offenders. In parallel, his mother follows his trail in order to try to understand what could have pushed him into this murderous madness.",/wJhvud2zC8AzrKOH7nEGK3ObaIV.jpg,2018-11-16,86,With Love,False,6.0,1,2018,2010,['Drama'],['Films Camera Oscura'],['CA'],['CA'],['fr']
/n8eKjcO5Bx69x4mTwDsRyS1abSi.jpg,549990,tt9675996,fr,Archi-faux,"A smaller scale Eiffel Tower and the Champs-Elysées can be found just outside Shanghai; a copy of St. Peter’s in Rome can be found in Yamoussoukro, in the Ivory Coast: a journey over three continents to see the architecture of imitation, the uncanny world of the fake.",/oJDneIRRuLFjIfwcmWbFkX1Rqnn.jpg,2018-05-01,55,The Real Thing,False,8.0,4,2018,2010,"['Documentary', 'TV Movie']","['Artline Films', 'ARTE']",['FR'],"['FR', 'FR']","['zh', 'en', 'fr', 'hi']"
/cI1HB7UYTisrR8fAnqKyoEEtPzi.jpg,549024,tt9021104,fr,Inside Lehman Brothers,"One of the biggest questions of the financial crisis has not been answered until now.  What happened at Lehman Brothers and why was it allowed to fail, with aftershocks that rocked the global economy?",/bdO1V0hlRh7olB7gWzEDASwFoSp.jpg,2018-09-04,85,Inside Lehman Brothers,False,7.0,5,2018,2010,['Documentary'],"['ARTE', 'KM & Intuitive Pictures']","['DE', 'CA']","['DE', '']","['fr', 'en']"
,548967,tt11506164,fr,Conversation avec Romy Schneider,"During a night in Cologne in 1976, Romy Schneider opens up like she’d never done before. An intimate portrait based on audio recordings of her interview with journalist Alice Schwarzer.",/du1CwYeHN1PTVeVcbIbX3unXUXK.jpg,2018-09-16,53,Conversation with Romy Schneider,False,7.8,8,2018,2010,['Documentary'],"['ARTE', 'Les Bons Clients']",['FR'],"['FR', 'FR']","['de', 'fr']"
/6NcsKE9DFP0Faha5ybi6HkoydO4.jpg,548925,tt8461958,fr,Une colonie,"Camille wanders through the countryside talking with frogs and chickens: she sails through life as a carefree soul. But for her older sister, the introverted Mylia, things are more complicated. Mylia is lost between the uncertainty in her family life, the superficial atmosphere at her new school and her first experiences at house parties. It is Camille who eventually introduces Mylia to Jimmy. The boy from the nearby Abenaki reserve is different and he encourages her to break free.",/5ZDrOxMhCoxL4Shm1POFeSmiS1l.jpg,2019-02-01,103,A Colony,False,6.9,32,2019,2010,['Drama'],['Colonelle Films'],['CA'],['CA'],"['en', 'fr']"
/ieB28LXtJ1zYs8fk7FKBUWAKJcC.jpg,548537,tt8168186,fr,Jonas,"When Jonas was 14 he met the charismatic but mysterious Nathan. In addition to guiding him in his sexuality, Jonas soon confronts something dark and even dangerous about his new friend. Now an attractive, sexually assured adult, memories still haunt him. Trying frantically to put the missing pieces together, Jonas becomes determined to break the shackles of the past and finally set himself free.",/3UwFTMoxyOIbuzaxhB205bN2oxc.jpg,2018-11-23,82,I Am Jonas,False,6.8,222,2018,2010,"['Drama', 'Romance', 'TV Movie']","['ARTE', 'En Compagnie des Lamas']",['FR'],"['FR', '']",['fr']
/i0roXsf51ZtjVAg2TfbvZz7S5z7.jpg,548358,tt1161054,fr,The Metropolitan Opera HD Live Gounod's Romeo et Juliette,"The world’s most famous love story comes to operatic life with superstars Anna Netrebko and Roberto Alagna playing the star-crossed young couple. The abandon and ardor of their performances brought audiences to their feet in both the opera house and in movie theaters. And the unique, up-close-and-personal camerawork takes the viewer onstage to witness some of the production’s most memorable images and sultriest moments as never before.",/vP6YssEhsJAzKFgYrufPM5jxeLA.jpg,2007-12-15,192,The Metropolitan Opera HD Live Gounod's Romeo et Juliette,False,8.0,1,2007,2000,"['Music', 'Drama']",[],[],[],['fr']
,548229,tt0035696,fr,La Boîte aux rêves,Nicole tries to seduce a young man who lead a bohemian life in an untidy flat with his three pals.,/87YDgnPpClvd2YRNcwFY3bfOlTG.jpg,1945-07-11,100,Box of Dreams,False,6.0,2,1945,1940,"['Comedy', 'Drama']","['Scalera Film', 'DisCina']","['FR', 'IT']","['', 'FR']",['fr']
,547722,tt0205748,fr,L'Arabie interdite,"Documentary made in Yemen (and first film ever shot in this country) under the leadership of archaeologist Jules Barthou. During the adventure of this film, René Clément will serve four days in prison for having concealed a camera under his clothes, then will be captured by rebels and threatened with being shot. The majority of the negatives will be seized by the guards of Imam Yahia, and it is with the remaining rushes that Clément will edit what becomes The Forbidden Arabia, a film entrusted to the Musée de l’Homme in 1965 where it is forgotten until that ethnologist Claudie Fayein unearths it and has it restored.",/kvoje7xThK0meQeYOqesXvsRbGX.jpg,1937-01-01,50,L'Arabie interdite,False,10.0,1,1937,1930,['Documentary'],[],"['FR', 'YE']",[],['fr']
/oudTJrO1Auh3HvQguF2fl6lYSJA.jpg,547691,tt9065432,fr,Jacqueline Sauvage - C'était lui ou moi,"On Monday, September 10, 2012, Jacqueline Sauvage shot her husband the back three times. She then learned that their son had just committed suicide. And so the most publicized trial in recent years commenced.",/x3b8l1D3ctjzIeIAa1XrpbiHsmU.jpg,2018-09-13,91,Jacqueline Sauvage: It Was Him or Me,False,7.7,114,2018,2010,"['Drama', 'TV Movie']",['TF1'],['FR'],['FR'],['fr']
/6utdkOeGevOTIdoIBjiskYAcInI.jpg,547549,tt11366234,fr,Léonard de Vinci: Le portrait retrouvé,"Leonardo da Vinci is not just the most famous and most admired of all painters - he is an icon, a superstar. Yet, the man himself remains elusive. Accounts during his lifetime describe a man too handsome, too strong, too perfect to be accurate. But in 2009, the chance discovery in the South of Italy of an ancient portrait with strangely familiar features takes the art world by storm. Could this be an unknown self-portrait by Leonardo da Vinci? Controversy erupts among the experts. The implications of such a discovery have far-reaching consequences for our understanding of the work of this great Renaissance master.",/ny3W37i5L9fLrX6jrwnF82ExkgF.jpg,2018-01-01,52,Leonardo: The Mystery of the Lost Portrait,False,7.2,6,2018,2010,"['Documentary', 'History']","['ZED', 'ARTE', 'sydonia']",['FR'],"['FR', 'FR', '']",['fr']
/xbned4lakrSIpEPK3oBYftSgZvK.jpg,547539,tt7682382,fr,Mon bébé,"A working woman, mother a three children, realizes that, when her youngest one is about to go to Canada to continue her education, she will end up out of her most precious goal, being a mother.",/mYK4DAFJ4PMLXxFyMPwo32xdUGe.jpg,2019-03-13,87,Sweetheart,False,6.48,222,2019,2010,"['Comedy', 'Drama']","['Love is in the air', 'Pathé', 'France 2 Cinéma', 'Les productions Chaocorp', 'CN8 Productions', 'C8 Films']",['FR'],"['', 'FR', 'FR', '', '', 'FR']",['fr']
/uV3zQJRYO6Bu0Z2xUyBMF3ynMmd.jpg,547386,tt8886110,fr,L'ordre des médecins,"Simon is an experienced doctor who rubs shoulders with death on a daily basis as part of his job in an intensive care unit. Like any good professional, he has learnt to shield himself from it. But when his mother is hospitalised in a nearby unit, and is in a critical condition, his private life and professional life clash spectacularly. Simon’s whole world, and all his certainties and beliefs, are shaken to the core – even to the extent of re-evaluating his career...",/keMKMc4BUkPRG5kFNPsIdeMFdO7.jpg,2018-12-03,93,Breath of Life,False,6.139,54,2018,2010,['Drama'],"['ElianeAntoinette', 'Reboot Films']",['FR'],"['', '']",['fr']
/zDImqr200WJbigCQNdCF1DNeLTK.jpg,547258,tt7998848,fr,Play,"In 1993, Max was 13 when he was offered his first camera. For 25 years he will not stop filming. The bunch of friends, the loves, the successes, the failures. From the 90s to the 2010s, it is the portrait of a whole generation that is emerging through its objective.",/cBJDYlzDnt0BcVzzusFvMI7RWDP.jpg,2019-09-04,108,Play,False,7.359,315,2019,2010,['Comedy'],"['Chapter 2', 'Moonshaker']",['FR'],"['FR', 'FR']",['fr']
/esBuRXUkJEAJIUqeRKCPBhqkV5P.jpg,547185,tt2041404,fr,Les secrets de l'invisible,"In a Paris in full economic slump, Jojo and Eugène have one after the other loving failures. And if all this was connected ? Our two infiltrated agents thus begin a investigation on young girls. We discover that the young girls are not always young and sometimes not even a girl.",/mN0e7SRUMBd1HMrYLzMjyXPMK4U.jpg,2011-06-20,25,Les secrets de l'invisible,False,6.8,4,2011,2010,['Comedy'],[],['FR'],[],['fr']
/rRDBebiRb8HedlOeR5fOWRQ77vA.jpg,546704,tt3135134,fr,Délit de fuite,"Fifteen-year-old Sébastien Lecoeur is headed to the country for the weekend with his father. In a hurry to arrive before nightfall, his father is driving much too fast. As the car hurtles through a sleeping village at full speed, they hit a figure by the side of the road. The shape crashes against the hood of the car. Sébastien screams, but his father turns off the headlights and accelerates - could he have not seen anything? What will happen between father and son in the weeks that follow? How will the burden of this terrible secret affect their relationship? Their hit-and-run may drive them down a road neither is prepared to handle....",/u9lbVLMONXuCXdgY00NUTZYYGhI.jpg,2013-09-14,86,Délit de fuite,False,6.0,1,2013,2010,"['Crime', 'Drama', 'TV Movie']",['Merlin Productions'],['FR'],['FR'],['fr']
,546221,tt4008892,fr,Trois contes de Borges,"Three supernatural tales where eternity items are being traded and, within easy reach, put our time, image and language landmarks in jeopardy.",/od7UYNPGBiIL5hYvVUDzQFZP6BA.jpg,2014-07-06,77,Trois contes de Borges,False,6.3,3,2014,2010,['Fantasy'],['Collectif Comet'],[],[''],"['en', 'fr', 'de', 'it', 'pt', 'es']"
/ofn4N5EWXYsAp5IHIZP7TvcOWDb.jpg,545575,tt8356200,fr,La Grand-Messe,It's summer. The Tour de France is coming and senior fans arrive in their camper vans in this endearing documentary that revels in its visual humour.,/3aZyd7DnVjNHp7owpk9dKOJ689W.jpg,2019-07-03,70,Holy Tour,False,6.5,10,2019,2010,['Documentary'],"['Wrong Men', 'Supermouche Productions']",['BE'],"['BE', 'FR']",['fr']
,545568,tt8917952,fr,Étangs Noirs,"Jimi, a young man living in the Brussels' neighbourhood Cité Modèle, tries to pass on a parcel to a local woman that was delivered to his apartment by mistake. When Jimi can't locate her, finding her becomes an obsession.",/yU2xzt6wMQxDTWrikwAy4HwpQRL.jpg,2018-05-05,71,Étangs Noirs,False,7.0,1,2018,2010,['Mystery'],"['Accattone Films', 'TONEELHUIS']",['BE'],"['BE', '']",['fr']
/dBQ5bdh59SHQbtTfLLeR9m0tMG1.jpg,545332,tt7414302,fr,Le Versailles secret de Marie-Antoinette,"The Queen’s Hamlet is a palace disguised as a peasant’s cottage hidden in the Versailles gardens. A romantic hide-away, Marie Antoinette conceived it as a reminder of her carefree youth in Vienna. The Revolution left it for a ruin. 230 years after its construction, it reopens to the public, restored to its original glory, as an extraordinary jewel of Versailles. Following the restoration, this docudrama in 4K uncovers Marie Antoinette’s greatness as a master of fashion and revisit the saga of France’s legendary Queen. An intimate portrait of a ‘too-modern woman’ caught in the whirlwinds of History.",/9zzqLDNleCNGlyzGJt0CgxL6mKw.jpg,2018-06-23,90,The Secret Versailles of Marie-Antoinette,False,6.3,3,2018,2010,['Documentary'],['ZED'],['FR'],['FR'],"['es', 'fr', 'en']"
/vEl2zd6PNDpk9gK0FE55ACPGGHy.jpg,544881,tt7385120,fr,Ce qui nous reste,"Casey, the new flatmate, was everything Alessandro was not. He was energetic, adventurous and charismatic. Alessandro started to document this strange creature with his video camera, so different from himself. They were in their early twenties and living in Rome...every experience together felt new and exciting. But when Casey moved to the Middle East to work as a TV journalist, Alessandro's world was opened up even more. Drawn from 15 years of footage, The Things We Keep is an intimate look at friendship, a celebration of people's common humanity and an invitation to break out of one’s comfort zone.",/qohsHvRa6r8hzgADgB18sZEJJ2y.jpg,2018-06-16,73,The Things We Keep,False,8.0,1,2018,2010,['Documentary'],['Yuzu Productions'],['FR'],['FR'],"['ar', 'en', 'it']"
/tznmHI3QXWwSClqm1WwOCjp3g7J.jpg,544522,tt8806874,fr,16 levers de soleil,"450 kilometers from the Earth, during these six months when the world seems to be moving into the unknown, a dialogue is woven between the astronaut and the visionary work of Saint Exupéry that he took to the space station",/bTwIBNcUJ2unNveA8BrJZZznkVD.jpg,2018-10-03,110,16 Sunrises,False,6.8,33,2018,2010,['Documentary'],"['CNC', 'La Vingt-Cinquième Heure', 'Prospect TV']",['FR'],"['FR', '', '']",['fr']
/flqONlzGNUkGCJr9BfBhGNLYo6B.jpg,544510,tt7201846,fr,Edmond,"Paris, France, December 1897. The young playwright Edmond Rostand feels like a failure. Inspiration has abandoned him. Married and father of two children, desperate and penniless, he persuades the great actor Constant Coquelin to perform the main role in his new play. But there is a problem: Coquelin wants to premiere it at Christmas and Edmond has not written a single word.",/9Y1VxSfJdu8fqQqgX0x6OObxvUw.jpg,2018-11-10,113,"Cyrano, My Love",False,7.543,434,2018,2010,"['Comedy', 'History']","['Légende Films', 'Gaumont', 'France 2 Cinéma', 'EZRA', 'Rosemonde Films', 'C2M Productions', 'Nexus Factory', 'uMedia', 'uFund', 'Entourage Pictures', 'OCS', 'Canal+', 'France Télévisions']","['BE', 'FR']","['FR', 'FR', 'FR', 'FR', 'FR', 'FR', 'BE', 'BE', 'BE', 'FR', 'FR', 'FR', 'FR']","['fr', 'ru']"
/1WT5MPdagc2PXcsF74TvinTqLz2.jpg,544404,tt7552686,fr,Celle que vous croyez,"Claire, a romantically spurned 50-year-old divorced teacher, creates a fake Facebook profile of a 24-year-old woman to spy on her on-and-off lover.",/woZuI9pSg9mmaaILkVubbrbJmmP.jpg,2019-02-27,102,Who You Think I Am,False,6.5,282,2019,2010,"['Drama', 'Romance']",['Diaphana Films'],"['BE', 'FR']",['FR'],['fr']
